sno,date,city,country,cases,deaths,id
1143,2/10/2020,Hainan,China,138,3,covid19
1144,2/10/2020,Diamond Princess cruise ship,Others,135,0,covid19
1145,2/10/2020,Shanxi,China,119,0,covid19
1146,2/10/2020,Guizhou,China,109,1,covid19
1147,2/10/2020,Liaoning,China,108,0,covid19
1148,2/10/2020,Tianjin,China,95,1,covid19
1149,2/10/2020,Gansu,China,83,2,covid19
1150,2/10/2020,Jilin,China,80,1,covid19
1151,2/10/2020,Inner Mongolia,China,58,0,covid19
1152,2/10/2020,Ningxia,China,49,0,covid19
1153,2/10/2020,Xinjiang,China,49,0,covid19
1154,2/10/2020,,Singapore,45,0,covid19
1155,2/10/2020,Hong Kong,Hong Kong,38,1,covid19
1156,2/10/2020,,Thailand,32,0,covid19
1157,2/10/2020,,South Korea,27,0,covid19
1158,2/10/2020,,Japan,26,0,covid19
1159,2/10/2020,Qinghai,China,18,0,covid19
1160,2/10/2020,,Malaysia,18,0,covid19
1161,2/10/2020,Taiwan,Taiwan,18,0,covid19
1162,2/10/2020,,Germany,14,0,covid19
1163,2/10/2020,,Vietnam,14,0,covid19
1164,2/10/2020,,France,11,0,covid19
1165,2/10/2020,Macau,Macau,10,0,covid19
1166,2/10/2020,,United Kingdom,8,0,covid19
1167,2/10/2020,,United Arab Emirates,8,0,covid19
1168,2/10/2020,Queensland,Australia,5,0,covid19
1169,2/10/2020,New South Wales,Australia,4,0,covid19
1170,2/10/2020,Victoria,Australia,4,0,covid19
1171,2/10/2020,British Columbia,Canada,4,0,covid19
1172,2/10/2020,,India,3,0,covid19
1173,2/10/2020,,Italy,3,0,covid19
1174,2/10/2020,,Philippines,3,1,covid19
1175,2/10/2020,South Australia,Australia,2,0,covid19
1176,2/10/2020,"Toronto, ON",Canada,2,0,covid19
1177,2/10/2020,,Russia,2,0,covid19
1178,2/10/2020,,Spain,2,0,covid19
1179,2/10/2020,"Chicago, IL",United States,2,0,covid19
1180,2/10/2020,"San Benito, CA",United States,2,0,covid19
1181,2/10/2020,"Santa Clara, CA",United States,2,0,covid19
1182,2/10/2020,,Belgium,1,0,covid19
1183,2/10/2020,,Cambodia,1,0,covid19
1184,2/10/2020,"London, ON",Canada,1,0,covid19
1185,2/10/2020,,Finland,1,0,covid19
1186,2/10/2020,Tibet,China,1,0,covid19
1187,2/10/2020,,Nepal,1,0,covid19
1188,2/10/2020,,Sri Lanka,1,0,covid19
1189,2/10/2020,,Sweden,1,0,covid19
1190,2/10/2020,"Boston, MA",United States,1,0,covid19
1191,2/10/2020,"Los Angeles, CA",United States,1,0,covid19
1192,2/10/2020,"Madison, WI",United States,1,0,covid19
1193,2/10/2020,"Orange, CA",United States,1,0,covid19
1194,2/10/2020,"Seattle, WA",United States,1,0,covid19
1195,2/10/2020,"Tempe, AZ",United States,1,0,covid19
1196,2/11/2020,Hubei,China,33366,1068,covid19
1197,2/11/2020,Guangdong,China,1177,1,covid19
1198,2/11/2020,Zhejiang,China,1117,0,covid19
1199,2/11/2020,Henan,China,1105,7,covid19
1200,2/11/2020,Hunan,China,912,1,covid19
1201,2/11/2020,Anhui,China,860,4,covid19
1202,2/11/2020,Jiangxi,China,804,1,covid19
1203,2/11/2020,Jiangsu,China,515,0,covid19
1204,2/11/2020,Chongqing,China,505,3,covid19
1205,2/11/2020,Shandong,China,487,1,covid19
1206,2/11/2020,Sichuan,China,417,1,covid19
1207,2/11/2020,Heilongjiang,China,360,8,covid19
1208,2/11/2020,Beijing,China,342,3,covid19
1209,2/11/2020,Shanghai,China,303,1,covid19
1210,2/11/2020,Fujian,China,267,0,covid19
1211,2/11/2020,Hebei,China,239,2,covid19
1212,2/11/2020,Shaanxi,China,219,0,covid19
1213,2/11/2020,Guangxi,China,215,1,covid19
1214,2/11/2020,Yunnan,China,153,0,covid19
1215,2/11/2020,Hainan,China,144,3,covid19
1216,2/11/2020,Diamond Princess cruise ship,Others,135,0,covid19
1217,2/11/2020,Guizhou,China,127,1,covid19
1218,2/11/2020,Shanxi,China,124,0,covid19
1219,2/11/2020,Liaoning,China,111,0,covid19
1220,2/11/2020,Tianjin,China,106,2,covid19
1221,2/11/2020,Gansu,China,86,2,covid19
1222,2/11/2020,Jilin,China,81,1,covid19
1223,2/11/2020,Inner Mongolia,China,58,0,covid19
1224,2/11/2020,Xinjiang,China,55,0,covid19
1225,2/11/2020,Ningxia,China,53,0,covid19
1226,2/11/2020,Hong Kong,Hong Kong,49,1,covid19
1227,2/11/2020,,Singapore,47,0,covid19
1228,2/11/2020,,Thailand,33,0,covid19
1229,2/11/2020,,South Korea,28,0,covid19
1230,2/11/2020,,Japan,26,0,covid19
1231,2/11/2020,Qinghai,China,18,0,covid19
1232,2/11/2020,,Malaysia,18,0,covid19
1233,2/11/2020,Taiwan,Taiwan,18,0,covid19
1234,2/11/2020,,Germany,16,0,covid19
1235,2/11/2020,,Vietnam,15,0,covid19
1236,2/11/2020,,France,11,0,covid19
1237,2/11/2020,Macau,Macau,10,0,covid19
1238,2/11/2020,,United Kingdom,8,0,covid19
1239,2/11/2020,,United Arab Emirates,8,0,covid19
1240,2/11/2020,Queensland,Australia,5,0,covid19
1241,2/11/2020,New South Wales,Australia,4,0,covid19
1242,2/11/2020,Victoria,Australia,4,0,covid19
1243,2/11/2020,British Columbia,Canada,4,0,covid19
1244,2/11/2020,,India,3,0,covid19
1245,2/11/2020,,Italy,3,0,covid19
1246,2/11/2020,,Philippines,3,1,covid19
1247,2/11/2020,South Australia,Australia,2,0,covid19
1248,2/11/2020,"Toronto, ON",Canada,2,0,covid19
1249,2/11/2020,,Russia,2,0,covid19
1250,2/11/2020,,Spain,2,0,covid19
1251,2/11/2020,"Chicago, IL",United States,2,0,covid19
1252,2/11/2020,"San Benito, CA",United States,2,0,covid19
1253,2/11/2020,"Santa Clara, CA",United States,2,0,covid19
1254,2/11/2020,,Belgium,1,0,covid19
1255,2/11/2020,,Cambodia,1,0,covid19
1256,2/11/2020,"London, ON",Canada,1,0,covid19
1257,2/11/2020,,Finland,1,0,covid19
1258,2/11/2020,Tibet,China,1,0,covid19
1259,2/11/2020,,Nepal,1,0,covid19
1260,2/11/2020,,Sri Lanka,1,0,covid19
1261,2/11/2020,,Sweden,1,0,covid19
1262,2/11/2020,"Boston, MA",United States,1,0,covid19
1263,2/11/2020,"Los Angeles, CA",United States,1,0,covid19
1264,2/11/2020,"Madison, WI",United States,1,0,covid19
1265,2/11/2020,"Orange, CA",United States,1,0,covid19
1266,2/11/2020,"San Diego County, CA",United States,1,0,covid19
1267,2/11/2020,"Seattle, WA",United States,1,0,covid19
1268,2/11/2020,"Tempe, AZ",United States,1,0,covid19
1269,2/12/2020,Hubei,China,33366,1068,covid19
1270,2/12/2020,Guangdong,China,1219,1,covid19
1271,2/12/2020,Henan,China,1135,8,covid19
1272,2/12/2020,Zhejiang,China,1131,0,covid19
1273,2/12/2020,Hunan,China,946,2,covid19
1274,2/12/2020,Anhui,China,889,4,covid19
1275,2/12/2020,Jiangxi,China,844,1,covid19
1276,2/12/2020,Jiangsu,China,543,0,covid19
1277,2/12/2020,Chongqing,China,518,3,covid19
1278,2/12/2020,Shandong,China,497,2,covid19
1279,2/12/2020,Sichuan,China,436,1,covid19
1280,2/12/2020,Heilongjiang,China,378,8,covid19
1281,2/12/2020,Beijing,China,352,3,covid19
1282,2/12/2020,Shanghai,China,311,1,covid19
1283,2/12/2020,Fujian,China,272,0,covid19
1284,2/12/2020,Hebei,China,251,2,covid19
1285,2/12/2020,Shaanxi,China,225,0,covid19
1286,2/12/2020,Guangxi,China,222,1,covid19
1287,2/12/2020,Diamond Princess cruise ship,Others,175,0,covid19
1288,2/12/2020,Hainan,China,157,4,covid19
1289,2/12/2020,Yunnan,China,154,0,covid19
1290,2/12/2020,Guizhou,China,133,1,covid19
1291,2/12/2020,Shanxi,China,126,0,covid19
1292,2/12/2020,Liaoning,China,116,1,covid19
1293,2/12/2020,Tianjin,China,112,2,covid19
1294,2/12/2020,Gansu,China,87,2,covid19
1295,2/12/2020,Jilin,China,83,1,covid19
1296,2/12/2020,Inner Mongolia,China,60,0,covid19
1297,2/12/2020,Xinjiang,China,59,0,covid19
1298,2/12/2020,Ningxia,China,58,0,covid19
1299,2/12/2020,Hong Kong,Hong Kong,50,1,covid19
1300,2/12/2020,,Singapore,50,0,covid19
1301,2/12/2020,,Thailand,33,0,covid19
1302,2/12/2020,,Japan,28,0,covid19
1303,2/12/2020,,South Korea,28,0,covid19
1304,2/12/2020,Qinghai,China,18,0,covid19
1305,2/12/2020,,Malaysia,18,0,covid19
1306,2/12/2020,Taiwan,Taiwan,18,0,covid19
1307,2/12/2020,,Germany,16,0,covid19
1308,2/12/2020,,Vietnam,15,0,covid19
1309,2/12/2020,,France,11,0,covid19
1310,2/12/2020,Macau,Macau,10,0,covid19
1311,2/12/2020,,United Kingdom,9,0,covid19
1312,2/12/2020,,United Arab Emirates,8,0,covid19
1313,2/12/2020,Queensland,Australia,5,0,covid19
1314,2/12/2020,New South Wales,Australia,4,0,covid19
1315,2/12/2020,Victoria,Australia,4,0,covid19
1316,2/12/2020,British Columbia,Canada,4,0,covid19
1317,2/12/2020,,India,3,0,covid19
1318,2/12/2020,,Italy,3,0,covid19
1319,2/12/2020,,Philippines,3,1,covid19
1320,2/12/2020,South Australia,Australia,2,0,covid19
1321,2/12/2020,"Toronto, ON",Canada,2,0,covid19
1322,2/12/2020,,Russia,2,0,covid19
1323,2/12/2020,,Spain,2,0,covid19
1324,2/12/2020,"Chicago, IL",United States,2,0,covid19
1325,2/12/2020,"San Benito, CA",United States,2,0,covid19
1326,2/12/2020,"Santa Clara, CA",United States,2,0,covid19
1327,2/12/2020,,Belgium,1,0,covid19
1328,2/12/2020,,Cambodia,1,0,covid19
1329,2/12/2020,"London, ON",Canada,1,0,covid19
1330,2/12/2020,,Finland,1,0,covid19
1331,2/12/2020,Tibet,China,1,0,covid19
1332,2/12/2020,,Nepal,1,0,covid19
1333,2/12/2020,,Sri Lanka,1,0,covid19
1334,2/12/2020,,Sweden,1,0,covid19
1335,2/12/2020,"Boston, MA",United States,1,0,covid19
1336,2/12/2020,"Los Angeles, CA",United States,1,0,covid19
1337,2/12/2020,"Madison, WI",United States,1,0,covid19
1338,2/12/2020,"Orange, CA",United States,1,0,covid19
1339,2/12/2020,"San Diego County, CA",United States,1,0,covid19
1340,2/12/2020,"Seattle, WA",United States,1,0,covid19
1341,2/12/2020,"Tempe, AZ",United States,1,0,covid19
1342,2/13/2020,Hubei,China,48206,1310,covid19
1343,2/13/2020,Guangdong,China,1241,2,covid19
1344,2/13/2020,Henan,China,1169,10,covid19
1345,2/13/2020,Zhejiang,China,1145,0,covid19
1346,2/13/2020,Hunan,China,968,2,covid19
1347,2/13/2020,Anhui,China,910,5,covid19
1348,2/13/2020,Jiangxi,China,872,1,covid19
1349,2/13/2020,Jiangsu,China,570,0,covid19
1350,2/13/2020,Chongqing,China,529,4,covid19
1351,2/13/2020,Shandong,China,509,2,covid19
1352,2/13/2020,Sichuan,China,451,1,covid19
1353,2/13/2020,Heilongjiang,China,395,9,covid19
1354,2/13/2020,Beijing,China,366,3,covid19
1355,2/13/2020,Shanghai,China,315,1,covid19
1356,2/13/2020,Fujian,China,279,0,covid19
1357,2/13/2020,Hebei,China,265,3,covid19
1358,2/13/2020,Shaanxi,China,229,0,covid19
1359,2/13/2020,Guangxi,China,222,2,covid19
1360,2/13/2020,Diamond Princess cruise ship,Others,175,0,covid19
1361,2/13/2020,Hainan,China,157,4,covid19
1362,2/13/2020,Yunnan,China,156,0,covid19
1363,2/13/2020,Guizhou,China,135,1,covid19
1364,2/13/2020,Shanxi,China,126,0,covid19
1365,2/13/2020,Tianjin,China,119,3,covid19
1366,2/13/2020,Liaoning,China,117,1,covid19
1367,2/13/2020,Gansu,China,90,2,covid19
1368,2/13/2020,Jilin,China,84,1,covid19
1369,2/13/2020,Ningxia,China,64,0,covid19
1370,2/13/2020,Xinjiang,China,63,1,covid19
1371,2/13/2020,Inner Mongolia,China,61,0,covid19
1372,2/13/2020,,Singapore,58,0,covid19
1373,2/13/2020,Hong Kong,Hong Kong,53,1,covid19
1374,2/13/2020,,Thailand,33,0,covid19
1375,2/13/2020,,Japan,28,1,covid19
1376,2/13/2020,,South Korea,28,0,covid19
1377,2/13/2020,,Malaysia,19,0,covid19
1378,2/13/2020,Qinghai,China,18,0,covid19
1379,2/13/2020,Taiwan,Taiwan,18,0,covid19
1380,2/13/2020,,Germany,16,0,covid19
1381,2/13/2020,,Vietnam,16,0,covid19
1382,2/13/2020,,France,11,0,covid19
1383,2/13/2020,Macau,Macau,10,0,covid19
1384,2/13/2020,,United Kingdom,9,0,covid19
1385,2/13/2020,,United Arab Emirates,8,0,covid19
1386,2/13/2020,Queensland,Australia,5,0,covid19
1387,2/13/2020,New South Wales,Australia,4,0,covid19
1388,2/13/2020,Victoria,Australia,4,0,covid19
1389,2/13/2020,British Columbia,Canada,4,0,covid19
1390,2/13/2020,,India,3,0,covid19
1391,2/13/2020,,Italy,3,0,covid19
1392,2/13/2020,,Philippines,3,1,covid19
1393,2/13/2020,South Australia,Australia,2,0,covid19
1394,2/13/2020,"Toronto, ON",Canada,2,0,covid19
1395,2/13/2020,,Russia,2,0,covid19
1396,2/13/2020,,Spain,2,0,covid19
1397,2/13/2020,"Chicago, IL",United States,2,0,covid19
1398,2/13/2020,"San Benito, CA",United States,2,0,covid19
1399,2/13/2020,"San Diego County, CA",United States,2,0,covid19
1400,2/13/2020,"Santa Clara, CA",United States,2,0,covid19
1401,2/13/2020,,Belgium,1,0,covid19
1402,2/13/2020,,Cambodia,1,0,covid19
1403,2/13/2020,"London, ON",Canada,1,0,covid19
1404,2/13/2020,,Finland,1,0,covid19
1405,2/13/2020,Tibet,China,1,0,covid19
1406,2/13/2020,,Nepal,1,0,covid19
1407,2/13/2020,,Sri Lanka,1,0,covid19
1408,2/13/2020,,Sweden,1,0,covid19
1409,2/13/2020,"Boston, MA",United States,1,0,covid19
1410,2/13/2020,"Los Angeles, CA",United States,1,0,covid19
1411,2/13/2020,"Madison, WI",United States,1,0,covid19
1412,2/13/2020,"Orange, CA",United States,1,0,covid19
1413,2/13/2020,"San Antonio, TX",United States,1,0,covid19
1414,2/13/2020,"Seattle, WA",United States,1,0,covid19
1415,2/13/2020,"Tempe, AZ",United States,1,0,covid19
1416,2/14/2020,Hubei,China,54406,1457,covid19
1417,2/14/2020,Guangdong,China,1261,2,covid19
1418,2/14/2020,Henan,China,1184,11,covid19
1419,2/14/2020,Zhejiang,China,1155,0,covid19
1420,2/14/2020,Hunan,China,988,2,covid19
1421,2/14/2020,Anhui,China,934,6,covid19
1422,2/14/2020,Jiangxi,China,900,1,covid19
1423,2/14/2020,Jiangsu,China,593,0,covid19
1424,2/14/2020,Chongqing,China,537,5,covid19
1425,2/14/2020,Shandong,China,523,2,covid19
1426,2/14/2020,Sichuan,China,463,1,covid19
1427,2/14/2020,Heilongjiang,China,419,11,covid19
1428,2/14/2020,Beijing,China,372,3,covid19
1429,2/14/2020,Shanghai,China,318,1,covid19
1430,2/14/2020,Hebei,China,283,3,covid19
1431,2/14/2020,Fujian,China,281,0,covid19
1432,2/14/2020,Shaanxi,China,230,0,covid19
1433,2/14/2020,Guangxi,China,226,2,covid19
1434,2/14/2020,Diamond Princess cruise ship,Others,218,0,covid19
1435,2/14/2020,Yunnan,China,162,0,covid19
1436,2/14/2020,Hainan,China,159,4,covid19
1437,2/14/2020,Guizhou,China,140,1,covid19
1438,2/14/2020,Shanxi,China,127,0,covid19
1439,2/14/2020,Tianjin,China,120,3,covid19
1440,2/14/2020,Liaoning,China,119,1,covid19
1441,2/14/2020,Gansu,China,90,2,covid19
1442,2/14/2020,Jilin,China,86,1,covid19
1443,2/14/2020,Ningxia,China,67,0,covid19
1444,2/14/2020,,Singapore,67,0,covid19
1445,2/14/2020,Inner Mongolia,China,65,0,covid19
1446,2/14/2020,Xinjiang,China,65,1,covid19
1447,2/14/2020,Hong Kong,Hong Kong,56,1,covid19
1448,2/14/2020,,Thailand,33,0,covid19
1449,2/14/2020,,Japan,29,1,covid19
1450,2/14/2020,,South Korea,28,0,covid19
1451,2/14/2020,,Malaysia,19,0,covid19
1452,2/14/2020,Qinghai,China,18,0,covid19
1453,2/14/2020,Taiwan,Taiwan,18,0,covid19
1454,2/14/2020,,Germany,16,0,covid19
1455,2/14/2020,,Vietnam,16,0,covid19
1456,2/14/2020,,France,11,0,covid19
1457,2/14/2020,Macau,Macau,10,0,covid19
1458,2/14/2020,,United Kingdom,9,0,covid19
1459,2/14/2020,,United Arab Emirates,8,0,covid19
1460,2/14/2020,Queensland,Australia,5,0,covid19
1461,2/14/2020,New South Wales,Australia,4,0,covid19
1462,2/14/2020,Victoria,Australia,4,0,covid19
1463,2/14/2020,British Columbia,Canada,4,0,covid19
1464,2/14/2020,,India,3,0,covid19
1465,2/14/2020,,Italy,3,0,covid19
1466,2/14/2020,,Philippines,3,1,covid19
1467,2/14/2020,South Australia,Australia,2,0,covid19
1468,2/14/2020,"Toronto, ON",Canada,2,0,covid19
1469,2/14/2020,,Russia,2,0,covid19
1470,2/14/2020,,Spain,2,0,covid19
1471,2/14/2020,"Chicago, IL",United States,2,0,covid19
1472,2/14/2020,"San Benito, CA",United States,2,0,covid19
1473,2/14/2020,"San Diego County, CA",United States,2,0,covid19
1474,2/14/2020,"Santa Clara, CA",United States,2,0,covid19
1475,2/14/2020,,Belgium,1,0,covid19
1476,2/14/2020,,Cambodia,1,0,covid19
1477,2/14/2020,"London, ON",Canada,1,0,covid19
1478,2/14/2020,,Egypt,1,0,covid19
1479,2/14/2020,,Finland,1,0,covid19
1480,2/14/2020,Tibet,China,1,0,covid19
1481,2/14/2020,,Nepal,1,0,covid19
1482,2/14/2020,,Sri Lanka,1,0,covid19
1483,2/14/2020,,Sweden,1,0,covid19
1484,2/14/2020,"Boston, MA",United States,1,0,covid19
1485,2/14/2020,"Los Angeles, CA",United States,1,0,covid19
1486,2/14/2020,"Madison, WI",United States,1,0,covid19
1487,2/14/2020,"Orange, CA",United States,1,0,covid19
1488,2/14/2020,"San Antonio, TX",United States,1,0,covid19
1489,2/14/2020,"Seattle, WA",United States,1,0,covid19
1490,2/14/2020,"Tempe, AZ",United States,1,0,covid19
1491,2/15/2020,Hubei,China,56249,1596,covid19
1492,2/15/2020,Guangdong,China,1294,2,covid19
1493,2/15/2020,Henan,China,1212,13,covid19
1494,2/15/2020,Zhejiang,China,1162,0,covid19
1495,2/15/2020,Hunan,China,1001,2,covid19
1496,2/15/2020,Anhui,China,950,6,covid19
1497,2/15/2020,Jiangxi,China,913,1,covid19
1498,2/15/2020,Jiangsu,China,604,0,covid19
1499,2/15/2020,Chongqing,China,544,5,covid19
1500,2/15/2020,Shandong,China,532,2,covid19
1501,2/15/2020,Sichuan,China,470,1,covid19
1502,2/15/2020,Heilongjiang,China,425,11,covid19
1503,2/15/2020,Beijing,China,375,4,covid19
1504,2/15/2020,Shanghai,China,326,1,covid19
1505,2/15/2020,Hebei,China,291,3,covid19
1506,2/15/2020,Fujian,China,285,0,covid19
1507,2/15/2020,Diamond Princess cruise ship,Others,285,0,covid19
1508,2/15/2020,Guangxi,China,235,2,covid19
1509,2/15/2020,Shaanxi,China,232,0,covid19
1510,2/15/2020,Yunnan,China,168,0,covid19
1511,2/15/2020,Hainan,China,162,4,covid19
1512,2/15/2020,Guizhou,China,143,1,covid19
1513,2/15/2020,Shanxi,China,128,0,covid19
1514,2/15/2020,Tianjin,China,122,3,covid19
1515,2/15/2020,Liaoning,China,119,1,covid19
1516,2/15/2020,Gansu,China,90,2,covid19
1517,2/15/2020,Jilin,China,88,1,covid19
1518,2/15/2020,,Singapore,72,0,covid19
1519,2/15/2020,Ningxia,China,70,0,covid19
1520,2/15/2020,Xinjiang,China,70,1,covid19
1521,2/15/2020,Inner Mongolia,China,68,0,covid19
1522,2/15/2020,Hong Kong,Hong Kong,56,1,covid19
1523,2/15/2020,,Japan,43,1,covid19
1524,2/15/2020,,Thailand,33,0,covid19
1525,2/15/2020,,South Korea,28,0,covid19
1526,2/15/2020,,Malaysia,22,0,covid19
1527,2/15/2020,Qinghai,China,18,0,covid19
1528,2/15/2020,Taiwan,Taiwan,18,0,covid19
1529,2/15/2020,,Germany,16,0,covid19
1530,2/15/2020,,Vietnam,16,0,covid19
1531,2/15/2020,,France,12,1,covid19
1532,2/15/2020,Macau,Macau,10,0,covid19
1533,2/15/2020,,United Kingdom,9,0,covid19
1534,2/15/2020,,United Arab Emirates,8,0,covid19
1535,2/15/2020,Queensland,Australia,5,0,covid19
1536,2/15/2020,New South Wales,Australia,4,0,covid19
1537,2/15/2020,Victoria,Australia,4,0,covid19
1538,2/15/2020,British Columbia,Canada,4,0,covid19
1539,2/15/2020,,India,3,0,covid19
1540,2/15/2020,,Italy,3,0,covid19
1541,2/15/2020,,Philippines,3,1,covid19
1542,2/15/2020,South Australia,Australia,2,0,covid19
1543,2/15/2020,"Toronto, ON",Canada,2,0,covid19
1544,2/15/2020,,Russia,2,0,covid19
1545,2/15/2020,,Spain,2,0,covid19
1546,2/15/2020,"Chicago, IL",United States,2,0,covid19
1547,2/15/2020,"San Benito, CA",United States,2,0,covid19
1548,2/15/2020,"San Diego County, CA",United States,2,0,covid19
1549,2/15/2020,"Santa Clara, CA",United States,2,0,covid19
1550,2/15/2020,,Belgium,1,0,covid19
1551,2/15/2020,,Cambodia,1,0,covid19
1552,2/15/2020,"London, ON",Canada,1,0,covid19
1553,2/15/2020,,Egypt,1,0,covid19
1554,2/15/2020,,Finland,1,0,covid19
1555,2/15/2020,Tibet,China,1,0,covid19
1556,2/15/2020,,Nepal,1,0,covid19
1557,2/15/2020,,Sri Lanka,1,0,covid19
1558,2/15/2020,,Sweden,1,0,covid19
1559,2/15/2020,"Boston, MA",United States,1,0,covid19
1560,2/15/2020,"Los Angeles, CA",United States,1,0,covid19
1561,2/15/2020,"Madison, WI",United States,1,0,covid19
1562,2/15/2020,"Orange, CA",United States,1,0,covid19
1563,2/15/2020,"San Antonio, TX",United States,1,0,covid19
1564,2/15/2020,"Seattle, WA",United States,1,0,covid19
1565,2/15/2020,"Tempe, AZ",United States,1,0,covid19
1566,2/16/2020,Hubei,China,58182,1696,covid19
1567,2/16/2020,Guangdong,China,1316,2,covid19
1568,2/16/2020,Henan,China,1231,13,covid19
1569,2/16/2020,Zhejiang,China,1167,0,covid19
1570,2/16/2020,Hunan,China,1004,3,covid19
1571,2/16/2020,Anhui,China,962,6,covid19
1572,2/16/2020,Jiangxi,China,925,1,covid19
1573,2/16/2020,Jiangsu,China,617,0,covid19
1574,2/16/2020,Chongqing,China,551,5,covid19
1575,2/16/2020,Shandong,China,537,2,covid19
1576,2/16/2020,Sichuan,China,481,3,covid19
1577,2/16/2020,Heilongjiang,China,445,11,covid19
1578,2/16/2020,Beijing,China,380,4,covid19
1579,2/16/2020,Diamond Princess cruise ship,Others,355,0,covid19
1580,2/16/2020,Shanghai,China,328,1,covid19
1581,2/16/2020,Hebei,China,300,3,covid19
1582,2/16/2020,Fujian,China,287,0,covid19
1583,2/16/2020,Guangxi,China,237,2,covid19
1584,2/16/2020,Shaanxi,China,236,0,covid19
1585,2/16/2020,Yunnan,China,171,0,covid19
1586,2/16/2020,Hainan,China,162,4,covid19
1587,2/16/2020,Guizhou,China,144,1,covid19
1588,2/16/2020,Shanxi,China,129,0,covid19
1589,2/16/2020,Tianjin,China,124,3,covid19
1590,2/16/2020,Liaoning,China,121,1,covid19
1591,2/16/2020,Gansu,China,90,2,covid19
1592,2/16/2020,Jilin,China,89,1,covid19
1593,2/16/2020,,Singapore,75,0,covid19
1594,2/16/2020,Xinjiang,China,71,1,covid19
1595,2/16/2020,Inner Mongolia,China,70,0,covid19
1596,2/16/2020,Ningxia,China,70,0,covid19
1597,2/16/2020,,Japan,59,1,covid19
1598,2/16/2020,Hong Kong,Hong Kong,57,1,covid19
1599,2/16/2020,,Thailand,34,0,covid19
1600,2/16/2020,,South Korea,29,0,covid19
1601,2/16/2020,,Malaysia,22,0,covid19
1602,2/16/2020,Taiwan,Taiwan,20,1,covid19
1603,2/16/2020,Qinghai,China,18,0,covid19
1604,2/16/2020,,Germany,16,0,covid19
1605,2/16/2020,,Vietnam,16,0,covid19
1606,2/16/2020,,France,12,1,covid19
1607,2/16/2020,Macau,Macau,10,0,covid19
1608,2/16/2020,,United Kingdom,9,0,covid19
1609,2/16/2020,,United Arab Emirates,9,0,covid19
1610,2/16/2020,Queensland,Australia,5,0,covid19
1611,2/16/2020,New South Wales,Australia,4,0,covid19
1612,2/16/2020,Victoria,Australia,4,0,covid19
1613,2/16/2020,British Columbia,Canada,4,0,covid19
1614,2/16/2020,,India,3,0,covid19
1615,2/16/2020,,Italy,3,0,covid19
1616,2/16/2020,,Philippines,3,1,covid19
1617,2/16/2020,South Australia,Australia,2,0,covid19
1618,2/16/2020,"Toronto, ON",Canada,2,0,covid19
1619,2/16/2020,,Russia,2,0,covid19
1620,2/16/2020,,Spain,2,0,covid19
1621,2/16/2020,"Chicago, IL",United States,2,0,covid19
1622,2/16/2020,"San Benito, CA",United States,2,0,covid19
1623,2/16/2020,"San Diego County, CA",United States,2,0,covid19
1624,2/16/2020,"Santa Clara, CA",United States,2,0,covid19
1625,2/16/2020,,Belgium,1,0,covid19
1626,2/16/2020,,Cambodia,1,0,covid19
1627,2/16/2020,"London, ON",Canada,1,0,covid19
1628,2/16/2020,,Egypt,1,0,covid19
1629,2/16/2020,,Finland,1,0,covid19
1630,2/16/2020,Tibet,China,1,0,covid19
1631,2/16/2020,,Nepal,1,0,covid19
1632,2/16/2020,,Sri Lanka,1,0,covid19
1633,2/16/2020,,Sweden,1,0,covid19
1634,2/16/2020,"Boston, MA",United States,1,0,covid19
1635,2/16/2020,"Los Angeles, CA",United States,1,0,covid19
1636,2/16/2020,"Madison, WI",United States,1,0,covid19
1637,2/16/2020,"Orange, CA",United States,1,0,covid19
1638,2/16/2020,"San Antonio, TX",United States,1,0,covid19
1639,2/16/2020,"Seattle, WA",United States,1,0,covid19
1640,2/16/2020,"Tempe, AZ",United States,1,0,covid19
1641,2/17/2020,Hubei,China,59989,1789,covid19
1642,2/17/2020,Guangdong,China,1322,4,covid19
1643,2/17/2020,Henan,China,1246,16,covid19
1644,2/17/2020,Zhejiang,China,1171,0,covid19
1645,2/17/2020,Hunan,China,1006,3,covid19
1646,2/17/2020,Anhui,China,973,6,covid19
1647,2/17/2020,Jiangxi,China,930,1,covid19
1648,2/17/2020,Jiangsu,China,626,0,covid19
1649,2/17/2020,Chongqing,China,553,5,covid19
1650,2/17/2020,Shandong,China,541,2,covid19
1651,2/17/2020,Sichuan,China,495,3,covid19
1652,2/17/2020,Heilongjiang,China,457,11,covid19
1653,2/17/2020,Diamond Princess cruise ship,Others,454,0,covid19
1654,2/17/2020,Beijing,China,381,4,covid19
1655,2/17/2020,Shanghai,China,333,1,covid19
1656,2/17/2020,Hebei,China,301,3,covid19
1657,2/17/2020,Fujian,China,290,0,covid19
1658,2/17/2020,Shaanxi,China,240,0,covid19
1659,2/17/2020,Guangxi,China,238,2,covid19
1660,2/17/2020,Yunnan,China,171,0,covid19
1661,2/17/2020,Hainan,China,163,4,covid19
1662,2/17/2020,Guizhou,China,146,1,covid19
1663,2/17/2020,Shanxi,China,130,0,covid19
1664,2/17/2020,Tianjin,China,125,3,covid19
1665,2/17/2020,Liaoning,China,121,1,covid19
1666,2/17/2020,Gansu,China,91,2,covid19
1667,2/17/2020,Jilin,China,89,1,covid19
1668,2/17/2020,,Singapore,77,0,covid19
1669,2/17/2020,Xinjiang,China,75,1,covid19
